,id,x,y,height,environment
0,5,9.94386099998442,49.793088999329875,5.0,urban
1,797,9.924209691685348,49.79364755897798,5.0,urban
2,159,9.980157483562833,49.80677820136076,5.0,urban
3,431,9.95343602335516,49.7722437201704,5.0,urban
4,871,9.968367215621427,49.73514822400614,5.0,urban
5,322,9.893167407131074,49.80357950208173,5.0,urban
6,1,9.9402933999844,49.82200599932769,5.0,urban
7,52,9.976314999984224,49.78632829934555,5.0,urban
8,170,9.938372899977175,49.745084999292956,5.0,urban
9,830,10.004783801718572,49.79323683401385,5.0,urban
