,id,x,y,height,environment
0,4,9.916864799984625,49.791381599318896,5.0,urban
1,32,9.96532379998428,49.791544299339876,5.0,urban
2,826,9.964590949985602,49.812203749393895,5.0,urban
3,33,9.944548599984426,49.761565199330875,5.0,urban
4,871,9.968367215621427,49.73514822400614,5.0,urban
5,270,10.001520649463968,49.79547649942193,5.0,urban
6,856,9.951725929063857,49.794127170933784,5.0,urban
7,158,9.880083165172813,49.81328995687288,5.0,urban
8,387,9.95979836757002,49.83644899401134,5.0,urban
9,172,9.921201491041495,49.82646577583081,5.0,urban
