,path,payload_1B,payload_1B_list
0,/home/jmhare1/gatewayPlacement/lora_graph_gw/S2/files/sensors_transmissionrange_Max_Sensors2800.json,0.034949999999999995,"[0.03  0.037 0.036 0.027 0.037 0.032 0.033 0.04  0.039 0.025 0.031 0.04
 0.037 0.039 0.034 0.025 0.042 0.036 0.033 0.027 0.038 0.028 0.043 0.029
 0.021 0.037 0.037 0.029 0.048 0.033 0.037 0.032 0.025 0.038 0.03  0.039
 0.039 0.036 0.038 0.038 0.035 0.038 0.029 0.043 0.041 0.037 0.036 0.037
 0.037 0.033 0.039 0.032 0.035 0.041 0.04  0.029 0.032 0.026 0.037 0.036
 0.037 0.035 0.031 0.028 0.029 0.039 0.034 0.038 0.025 0.032 0.031 0.037
 0.031 0.04  0.032 0.036 0.035 0.036 0.045 0.041 0.032 0.038 0.033 0.033
 0.035 0.043 0.028 0.036 0.039 0.04  0.042 0.035 0.039 0.027 0.021 0.042
 0.049 0.038 0.026 0.039]"
1,/home/jmhare1/gatewayPlacement/lora_graph_gw/S2/files/sensors_transmissionrange_Max_Sensors2250.json,0.03463,"[0.032 0.028 0.022 0.033 0.03  0.039 0.037 0.041 0.033 0.032 0.042 0.035
 0.033 0.03  0.04  0.034 0.034 0.042 0.031 0.046 0.025 0.038 0.03  0.035
 0.03  0.027 0.036 0.036 0.054 0.037 0.028 0.027 0.042 0.03  0.03  0.038
 0.031 0.04  0.038 0.038 0.022 0.033 0.047 0.023 0.039 0.041 0.039 0.027
 0.042 0.033 0.033 0.033 0.041 0.038 0.032 0.029 0.034 0.037 0.037 0.036
 0.023 0.029 0.032 0.035 0.044 0.035 0.031 0.038 0.039 0.037 0.028 0.034
 0.043 0.04  0.051 0.043 0.033 0.033 0.035 0.046 0.025 0.032 0.036 0.032
 0.031 0.033 0.039 0.027 0.029 0.031 0.039 0.038 0.032 0.036 0.029 0.035
 0.022 0.039 0.036 0.033]"
2,/home/jmhare1/gatewayPlacement/lora_graph_gw/S2/files/sensors_transmissionrange_Max_Sensors600.json,0.03475,"[0.038 0.044 0.034 0.023 0.026 0.025 0.037 0.034 0.032 0.033 0.035 0.039
 0.044 0.04  0.033 0.043 0.034 0.037 0.039 0.03  0.042 0.033 0.03  0.027
 0.035 0.035 0.028 0.029 0.037 0.026 0.034 0.044 0.035 0.035 0.035 0.03
 0.035 0.039 0.045 0.031 0.041 0.031 0.025 0.031 0.033 0.044 0.037 0.036
 0.036 0.028 0.036 0.04  0.033 0.031 0.038 0.048 0.033 0.03  0.034 0.038
 0.029 0.035 0.032 0.041 0.028 0.038 0.041 0.035 0.039 0.035 0.033 0.041
 0.036 0.041 0.028 0.038 0.038 0.032 0.031 0.029 0.035 0.037 0.033 0.045
 0.037 0.043 0.038 0.029 0.038 0.041 0.031 0.031 0.029 0.025 0.041 0.032
 0.031 0.032 0.03  0.029]"
3,/home/jmhare1/gatewayPlacement/lora_graph_gw/S2/files/sensors_transmissionrange_Max_Sensors1950.json,0.035239999999999994,"[0.042 0.036 0.031 0.035 0.045 0.034 0.046 0.032 0.033 0.037 0.034 0.036
 0.042 0.035 0.037 0.031 0.039 0.037 0.03  0.048 0.037 0.032 0.026 0.031
 0.038 0.036 0.042 0.028 0.026 0.038 0.044 0.029 0.04  0.043 0.031 0.03
 0.03  0.038 0.03  0.047 0.032 0.031 0.038 0.034 0.034 0.035 0.037 0.039
 0.028 0.034 0.031 0.039 0.037 0.035 0.036 0.036 0.033 0.027 0.029 0.033
 0.049 0.036 0.031 0.04  0.032 0.033 0.029 0.037 0.039 0.024 0.037 0.035
 0.042 0.045 0.026 0.029 0.037 0.034 0.034 0.035 0.043 0.029 0.033 0.043
 0.041 0.034 0.037 0.018 0.037 0.037 0.029 0.04  0.036 0.031 0.032 0.029
 0.03  0.04  0.042 0.045]"
4,/home/jmhare1/gatewayPlacement/lora_graph_gw/S2/files/sensors_transmissionrange_Max_Sensors1450.json,0.03597,"[0.034 0.047 0.04  0.037 0.038 0.036 0.035 0.041 0.033 0.033 0.051 0.038
 0.041 0.031 0.04  0.025 0.042 0.042 0.039 0.043 0.034 0.037 0.035 0.028
 0.038 0.042 0.042 0.038 0.038 0.031 0.041 0.034 0.045 0.037 0.039 0.037
 0.03  0.036 0.033 0.041 0.049 0.023 0.039 0.035 0.046 0.042 0.033 0.026
 0.041 0.034 0.039 0.032 0.035 0.037 0.017 0.042 0.04  0.035 0.044 0.029
 0.035 0.029 0.035 0.051 0.032 0.034 0.025 0.045 0.038 0.033 0.033 0.031
 0.031 0.032 0.035 0.041 0.038 0.027 0.035 0.043 0.038 0.038 0.031 0.028
 0.045 0.028 0.031 0.029 0.04  0.023 0.034 0.036 0.046 0.033 0.038 0.041
 0.027 0.021 0.038 0.029]"
5,/home/jmhare1/gatewayPlacement/lora_graph_gw/S2/files/sensors_transmissionrange_Max_Sensors1900.json,0.03582,"[0.03  0.044 0.036 0.038 0.037 0.041 0.038 0.028 0.045 0.042 0.028 0.042
 0.032 0.041 0.035 0.036 0.029 0.034 0.036 0.036 0.042 0.036 0.032 0.033
 0.04  0.033 0.035 0.033 0.037 0.026 0.034 0.038 0.034 0.036 0.043 0.037
 0.032 0.032 0.035 0.037 0.034 0.037 0.045 0.038 0.035 0.05  0.034 0.035
 0.037 0.035 0.04  0.042 0.041 0.028 0.034 0.023 0.041 0.04  0.027 0.029
 0.034 0.04  0.043 0.034 0.038 0.042 0.038 0.042 0.043 0.046 0.025 0.038
 0.029 0.033 0.033 0.04  0.027 0.035 0.034 0.028 0.035 0.045 0.04  0.025
 0.033 0.038 0.033 0.037 0.03  0.043 0.03  0.024 0.044 0.031 0.038 0.035
 0.039 0.032 0.036 0.034]"
6,/home/jmhare1/gatewayPlacement/lora_graph_gw/S2/files/sensors_transmissionrange_Max_Sensors1050.json,0.03597,"[0.032 0.041 0.046 0.038 0.026 0.035 0.036 0.031 0.037 0.04  0.035 0.033
 0.032 0.027 0.038 0.034 0.038 0.044 0.029 0.041 0.034 0.035 0.038 0.039
 0.042 0.037 0.036 0.038 0.04  0.023 0.028 0.048 0.038 0.044 0.04  0.034
 0.046 0.028 0.04  0.039 0.036 0.032 0.036 0.045 0.03  0.029 0.037 0.033
 0.033 0.037 0.041 0.037 0.036 0.038 0.032 0.035 0.024 0.037 0.054 0.03
 0.033 0.037 0.032 0.036 0.032 0.032 0.035 0.035 0.037 0.044 0.029 0.042
 0.042 0.046 0.038 0.033 0.035 0.034 0.031 0.033 0.041 0.036 0.03  0.035
 0.048 0.031 0.042 0.028 0.03  0.039 0.035 0.032 0.041 0.042 0.024 0.039
 0.033 0.03  0.036 0.037]"
7,/home/jmhare1/gatewayPlacement/lora_graph_gw/S2/files/sensors_transmissionrange_Max_Sensors1300.json,0.03549,"[0.034 0.035 0.023 0.038 0.036 0.038 0.03  0.033 0.025 0.038 0.041 0.033
 0.041 0.026 0.031 0.029 0.042 0.036 0.034 0.031 0.031 0.032 0.033 0.027
 0.034 0.037 0.04  0.033 0.035 0.04  0.037 0.032 0.038 0.033 0.03  0.029
 0.045 0.033 0.048 0.035 0.038 0.035 0.041 0.042 0.038 0.034 0.018 0.044
 0.045 0.028 0.032 0.045 0.034 0.046 0.034 0.042 0.044 0.027 0.035 0.035
 0.04  0.028 0.034 0.036 0.035 0.035 0.039 0.03  0.041 0.031 0.027 0.043
 0.035 0.02  0.035 0.028 0.035 0.035 0.051 0.027 0.04  0.037 0.029 0.04
 0.05  0.039 0.04  0.039 0.032 0.039 0.039 0.04  0.035 0.036 0.04  0.036
 0.032 0.03  0.04  0.038]"
8,/home/jmhare1/gatewayPlacement/lora_graph_gw/S2/files/sensors_transmissionrange_Max_Sensors400.json,0.01353,"[0.022 0.015 0.019 0.01  0.02  0.014 0.012 0.016 0.01  0.012 0.014 0.013
 0.017 0.014 0.013 0.015 0.01  0.017 0.017 0.015 0.009 0.012 0.016 0.014
 0.01  0.011 0.017 0.018 0.012 0.017 0.016 0.01  0.016 0.013 0.013 0.019
 0.017 0.011 0.008 0.009 0.012 0.016 0.016 0.012 0.015 0.01  0.014 0.013
 0.017 0.011 0.013 0.008 0.013 0.015 0.013 0.019 0.009 0.015 0.011 0.012
 0.009 0.015 0.013 0.017 0.011 0.008 0.011 0.011 0.011 0.021 0.014 0.013
 0.013 0.013 0.013 0.02  0.014 0.015 0.011 0.013 0.014 0.021 0.011 0.013
 0.021 0.015 0.007 0.013 0.017 0.014 0.011 0.011 0.017 0.004 0.01  0.015
 0.011 0.011 0.011 0.013]"
9,/home/jmhare1/gatewayPlacement/lora_graph_gw/S2/files/sensors_transmissionrange_Max_Sensors1500.json,0.035120000000000005,"[0.047 0.023 0.039 0.04  0.031 0.046 0.032 0.034 0.03  0.023 0.034 0.035
 0.036 0.038 0.04  0.038 0.032 0.042 0.041 0.025 0.033 0.029 0.034 0.04
 0.037 0.034 0.032 0.038 0.035 0.041 0.037 0.033 0.037 0.035 0.036 0.04
 0.033 0.043 0.039 0.022 0.031 0.031 0.032 0.039 0.041 0.036 0.033 0.033
 0.041 0.035 0.032 0.03  0.036 0.036 0.039 0.03  0.026 0.038 0.031 0.03
 0.043 0.045 0.029 0.037 0.049 0.033 0.031 0.022 0.053 0.033 0.037 0.046
 0.031 0.029 0.032 0.045 0.033 0.049 0.043 0.034 0.035 0.028 0.038 0.034
 0.038 0.039 0.029 0.029 0.03  0.046 0.025 0.033 0.026 0.038 0.036 0.03
 0.038 0.032 0.031 0.029]"
