,path,payload_1B,payload_1B_list
0,/home/jmhare1/gatewayPlacement/lora_graph_gw/S1/files/sensors_transmissionrange_Range300.json,0.00472,"[0.004 0.004 0.007 0.003 0.001 0.005 0.004 0.004 0.005 0.003 0.002 0.005
 0.008 0.002 0.007 0.004 0.004 0.003 0.003 0.006 0.007 0.009 0.007 0.007
 0.006 0.007 0.004 0.003 0.006 0.003 0.005 0.006 0.003 0.004 0.003 0.007
 0.004 0.008 0.007 0.005 0.006 0.011 0.006 0.004 0.002 0.006 0.003 0.005
 0.003 0.006 0.001 0.008 0.006 0.004 0.005 0.003 0.003 0.008 0.003 0.005
 0.003 0.004 0.004 0.003 0.002 0.003 0.007 0.004 0.005 0.005 0.    0.003
 0.008 0.004 0.006 0.004 0.003 0.005 0.003 0.004 0.002 0.01  0.003 0.002
 0.006 0.006 0.005 0.006 0.007 0.005 0.005 0.005 0.004 0.001 0.004 0.007
 0.002 0.005 0.003 0.011]"
1,/home/jmhare1/gatewayPlacement/lora_graph_gw/S1/files/sensors_transmissionrange_Range700.json,0.00425,"[0.003 0.004 0.001 0.002 0.003 0.003 0.003 0.002 0.003 0.005 0.002 0.001
 0.004 0.006 0.003 0.002 0.009 0.005 0.008 0.006 0.006 0.003 0.001 0.003
 0.003 0.005 0.005 0.006 0.008 0.004 0.001 0.007 0.006 0.002 0.004 0.004
 0.002 0.009 0.003 0.002 0.009 0.004 0.004 0.002 0.003 0.002 0.006 0.002
 0.007 0.005 0.003 0.004 0.008 0.002 0.004 0.003 0.006 0.005 0.007 0.002
 0.006 0.006 0.002 0.006 0.007 0.003 0.004 0.004 0.002 0.002 0.006 0.005
 0.004 0.006 0.005 0.003 0.004 0.    0.006 0.008 0.002 0.005 0.008 0.004
 0.004 0.004 0.009 0.003 0.004 0.002 0.009 0.002 0.004 0.004 0.006 0.004
 0.002 0.002 0.006 0.005]"
2,/home/jmhare1/gatewayPlacement/lora_graph_gw/S1/files/sensors_transmissionrange_Range350.json,0.004600000000000001,"[0.003 0.003 0.006 0.005 0.007 0.001 0.003 0.007 0.002 0.008 0.008 0.003
 0.001 0.004 0.004 0.003 0.002 0.004 0.002 0.005 0.01  0.006 0.003 0.008
 0.002 0.007 0.007 0.01  0.006 0.004 0.008 0.006 0.003 0.005 0.003 0.004
 0.004 0.006 0.005 0.007 0.005 0.004 0.008 0.011 0.005 0.003 0.007 0.006
 0.004 0.002 0.001 0.006 0.006 0.005 0.005 0.003 0.001 0.006 0.005 0.003
 0.006 0.005 0.005 0.004 0.003 0.005 0.004 0.008 0.003 0.005 0.004 0.006
 0.005 0.001 0.004 0.006 0.002 0.002 0.008 0.004 0.005 0.005 0.002 0.003
 0.003 0.002 0.007 0.    0.001 0.001 0.001 0.005 0.002 0.005 0.007 0.005
 0.005 0.006 0.009 0.005]"
3,/home/jmhare1/gatewayPlacement/lora_graph_gw/S1/files/sensors_transmissionrange_Range1300.json,0.00522,"[0.006 0.009 0.005 0.005 0.003 0.002 0.008 0.006 0.008 0.007 0.004 0.008
 0.003 0.004 0.004 0.004 0.003 0.006 0.004 0.006 0.011 0.006 0.003 0.004
 0.005 0.005 0.003 0.003 0.001 0.004 0.003 0.002 0.004 0.002 0.003 0.007
 0.009 0.009 0.006 0.007 0.003 0.007 0.007 0.007 0.007 0.007 0.002 0.005
 0.007 0.005 0.009 0.004 0.006 0.004 0.005 0.006 0.009 0.008 0.009 0.006
 0.006 0.007 0.005 0.006 0.004 0.003 0.003 0.005 0.004 0.008 0.003 0.004
 0.007 0.008 0.004 0.002 0.004 0.002 0.004 0.001 0.003 0.005 0.003 0.003
 0.009 0.007 0.009 0.004 0.001 0.005 0.005 0.008 0.004 0.007 0.007 0.006
 0.005 0.007 0.005 0.004]"
4,/home/jmhare1/gatewayPlacement/lora_graph_gw/S1/files/sensors_transmissionrange_Range1850.json,0.00844,"[0.004 0.01  0.01  0.013 0.01  0.01  0.01  0.008 0.01  0.012 0.009 0.009
 0.012 0.009 0.018 0.012 0.006 0.01  0.008 0.004 0.01  0.009 0.012 0.005
 0.008 0.005 0.008 0.007 0.011 0.009 0.011 0.007 0.01  0.004 0.007 0.008
 0.006 0.007 0.005 0.006 0.006 0.011 0.007 0.005 0.01  0.008 0.013 0.009
 0.005 0.005 0.005 0.006 0.005 0.014 0.004 0.008 0.003 0.008 0.007 0.013
 0.006 0.003 0.008 0.013 0.008 0.008 0.011 0.005 0.013 0.004 0.006 0.014
 0.012 0.006 0.017 0.007 0.008 0.01  0.005 0.009 0.005 0.006 0.01  0.008
 0.014 0.009 0.007 0.006 0.006 0.012 0.006 0.008 0.01  0.013 0.009 0.01
 0.008 0.011 0.007 0.005]"
5,/home/jmhare1/gatewayPlacement/lora_graph_gw/S1/files/sensors_transmissionrange_Range1700.json,0.00877,"[0.006 0.009 0.012 0.012 0.007 0.011 0.009 0.009 0.007 0.012 0.007 0.01
 0.016 0.012 0.012 0.016 0.007 0.009 0.009 0.008 0.003 0.005 0.008 0.008
 0.011 0.01  0.011 0.007 0.006 0.008 0.01  0.006 0.01  0.009 0.007 0.011
 0.005 0.009 0.008 0.007 0.01  0.006 0.012 0.006 0.006 0.007 0.004 0.004
 0.006 0.009 0.007 0.015 0.011 0.009 0.007 0.009 0.008 0.01  0.006 0.011
 0.008 0.015 0.006 0.011 0.006 0.01  0.012 0.007 0.005 0.014 0.013 0.011
 0.009 0.006 0.007 0.007 0.009 0.013 0.007 0.009 0.008 0.008 0.009 0.008
 0.003 0.009 0.009 0.008 0.008 0.008 0.012 0.01  0.012 0.01  0.009 0.005
 0.009 0.008 0.01  0.007]"
6,/home/jmhare1/gatewayPlacement/lora_graph_gw/S1/files/sensors_transmissionrange_Range2300.json,0.029110000000000004,"[0.034 0.031 0.036 0.036 0.026 0.034 0.031 0.028 0.027 0.029 0.024 0.023
 0.027 0.023 0.023 0.027 0.024 0.033 0.022 0.037 0.028 0.03  0.034 0.036
 0.032 0.021 0.031 0.03  0.025 0.027 0.022 0.027 0.029 0.037 0.032 0.027
 0.026 0.017 0.031 0.035 0.033 0.029 0.027 0.031 0.037 0.021 0.025 0.04
 0.037 0.033 0.031 0.02  0.027 0.023 0.034 0.024 0.028 0.039 0.027 0.032
 0.038 0.028 0.03  0.029 0.022 0.035 0.025 0.039 0.024 0.029 0.03  0.03
 0.03  0.026 0.037 0.023 0.019 0.035 0.043 0.02  0.03  0.032 0.027 0.027
 0.029 0.031 0.031 0.029 0.035 0.03  0.031 0.02  0.023 0.026 0.019 0.03
 0.032 0.029 0.025 0.033]"
7,/home/jmhare1/gatewayPlacement/lora_graph_gw/S1/files/sensors_transmissionrange_Range2050.json,0.029870000000000004,"[0.021 0.033 0.033 0.024 0.036 0.021 0.027 0.024 0.031 0.038 0.032 0.032
 0.019 0.037 0.042 0.034 0.042 0.035 0.032 0.033 0.039 0.029 0.028 0.028
 0.034 0.025 0.031 0.036 0.029 0.031 0.028 0.035 0.026 0.026 0.025 0.027
 0.029 0.029 0.027 0.034 0.042 0.035 0.024 0.024 0.022 0.034 0.028 0.032
 0.028 0.038 0.026 0.03  0.027 0.019 0.028 0.026 0.032 0.027 0.029 0.034
 0.03  0.024 0.037 0.026 0.035 0.025 0.023 0.022 0.041 0.025 0.028 0.022
 0.031 0.029 0.037 0.027 0.034 0.025 0.03  0.022 0.024 0.031 0.033 0.039
 0.03  0.031 0.033 0.035 0.023 0.034 0.031 0.023 0.031 0.028 0.03  0.029
 0.029 0.037 0.028 0.028]"
8,/home/jmhare1/gatewayPlacement/lora_graph_gw/S1/files/sensors_transmissionrange_Range2350.json,0.014650000000000002,"[0.016 0.02  0.017 0.01  0.014 0.015 0.006 0.01  0.012 0.018 0.021 0.013
 0.012 0.021 0.019 0.012 0.023 0.012 0.015 0.016 0.019 0.015 0.013 0.015
 0.013 0.01  0.017 0.016 0.019 0.014 0.018 0.022 0.014 0.018 0.012 0.018
 0.009 0.017 0.018 0.015 0.014 0.014 0.012 0.015 0.012 0.012 0.021 0.015
 0.011 0.01  0.014 0.016 0.013 0.015 0.013 0.016 0.015 0.014 0.017 0.014
 0.009 0.02  0.014 0.015 0.015 0.009 0.027 0.014 0.02  0.009 0.012 0.015
 0.014 0.013 0.016 0.016 0.011 0.018 0.01  0.015 0.014 0.013 0.011 0.011
 0.009 0.019 0.011 0.016 0.015 0.012 0.016 0.013 0.012 0.018 0.015 0.01
 0.015 0.017 0.012 0.017]"
9,/home/jmhare1/gatewayPlacement/lora_graph_gw/S1/files/sensors_transmissionrange_Range2000.json,0.021949999999999997,"[0.022 0.021 0.027 0.018 0.029 0.023 0.026 0.028 0.024 0.019 0.018 0.017
 0.018 0.025 0.014 0.027 0.022 0.023 0.023 0.023 0.024 0.024 0.021 0.027
 0.014 0.032 0.026 0.029 0.024 0.024 0.027 0.023 0.024 0.023 0.012 0.026
 0.024 0.021 0.017 0.03  0.016 0.024 0.025 0.02  0.018 0.024 0.021 0.02
 0.026 0.013 0.025 0.018 0.018 0.019 0.016 0.024 0.019 0.02  0.022 0.016
 0.022 0.026 0.022 0.015 0.02  0.02  0.017 0.02  0.029 0.023 0.025 0.02
 0.024 0.025 0.037 0.021 0.023 0.018 0.026 0.03  0.019 0.018 0.02  0.022
 0.026 0.016 0.024 0.019 0.018 0.016 0.02  0.027 0.019 0.016 0.025 0.023
 0.023 0.024 0.017 0.017]"
10,/home/jmhare1/gatewayPlacement/lora_graph_gw/S1/files/sensors_transmissionrange_Range1750.json,0.01326,"[0.009 0.016 0.01  0.019 0.01  0.012 0.013 0.013 0.012 0.014 0.01  0.013
 0.011 0.007 0.014 0.016 0.01  0.015 0.014 0.022 0.011 0.017 0.017 0.014
 0.009 0.014 0.015 0.01  0.011 0.012 0.016 0.01  0.02  0.016 0.014 0.016
 0.009 0.012 0.011 0.016 0.014 0.011 0.006 0.016 0.018 0.016 0.017 0.015
 0.017 0.014 0.018 0.01  0.013 0.013 0.01  0.012 0.015 0.01  0.01  0.015
 0.012 0.015 0.021 0.012 0.009 0.02  0.017 0.007 0.01  0.011 0.017 0.014
 0.017 0.012 0.011 0.01  0.011 0.014 0.012 0.011 0.019 0.011 0.016 0.017
 0.01  0.009 0.015 0.01  0.013 0.013 0.013 0.009 0.018 0.01  0.013 0.018
 0.019 0.009 0.009 0.012]"
