,id,x,y,height,environment
0,857,9.952578181144046,49.79602923178079,5.0,urban
1,273,9.916400463473845,49.79618911833139,5.0,urban
2,683,9.963552096204518,49.78523921972112,5.0,urban
3,261,9.938220537977443,49.787318311704084,5.0,urban
4,796,9.967867981738408,49.81831476687975,5.0,urban
5,430,9.89736109887064,49.79511655852211,5.0,urban
6,313,9.935786475405367,49.80155686121714,5.0,urban
7,141,9.969536455321478,49.80212428893087,5.0,urban
8,171,9.933036599985828,49.769773049326396,5.0,urban
9,258,9.962329579945637,49.729668894051606,5.0,urban
10,472,9.953394799984133,49.74959629929886,5.0,urban
11,327,9.995480372967952,49.79756048986771,5.0,urban
12,83,9.98140473265682,49.81500231120121,5.0,urban
13,144,9.957650568108933,49.80977718211495,5.0,urban
14,3,9.949010499984388,49.775813599332544,5.0,urban
15,33,9.944548599984426,49.761565199330875,5.0,urban
16,387,9.95979836757002,49.83644899401134,5.0,urban
17,460,9.884246983492332,49.804716759787624,5.0,urban
18,56,9.978536399984243,49.751551499347464,5.0,urban
19,1,9.9402933999844,49.82200599932769,5.0,urban
20,67,9.980525099984202,49.788684599347704,5.0,urban
21,712,9.96335259839382,49.719129576071374,5.0,urban
22,30,9.961473399984332,49.76189639933865,5.0,urban
23,110,9.992073073443809,49.809002027547315,5.0,urban
24,158,9.880083165172813,49.81328995687288,5.0,urban
25,170,9.938372899977175,49.745084999292956,5.0,urban
26,172,9.921201491041495,49.82646577583081,5.0,urban
27,407,9.902495422605606,49.817336755370576,5.0,urban
28,408,10.005891299987297,49.80842709938636,5.0,urban
29,629,9.927432345232942,49.77808181839267,5.0,urban
