,id,x,y,height,environment
0,317,9.946849810184831,49.79205132803957,5.0,urban
1,453,9.904287051919018,49.79968972536767,5.0,urban
2,6,9.977387799984196,49.812094599345535,5.0,urban
3,67,9.980525099984202,49.788684599347704,5.0,urban
4,468,9.94372844559505,49.7567841237969,5.0,urban
5,254,9.967458396077417,49.73310174448323,5.0,urban
6,3,9.949010499984388,49.775813599332544,5.0,urban
7,270,10.001520649463968,49.79547649942193,5.0,urban
8,98,9.960518438044161,49.823263755344556,5.0,urban
9,2,9.939633099984418,49.81407999932759,5.0,urban
10,158,9.880083165172813,49.81328995687288,5.0,urban
11,56,9.978536399984243,49.751551499347464,5.0,urban
12,172,9.921201491041495,49.82646577583081,5.0,urban
13,407,9.902495422605606,49.817336755370576,5.0,urban
