,id,x,y,height,environment
0,860,9.951830351826548,49.794869676524826,5.0,urban
1,273,9.916400463473845,49.79618911833139,5.0,urban
2,796,9.967867981738408,49.81831476687975,5.0,urban
3,284,9.966164012706482,49.779968149293076,5.0,urban
4,100,9.93390039096716,49.785801323267165,5.0,urban
5,160,9.97854687573262,49.79735014601497,5.0,urban
6,833,9.887737893294078,49.79511122831992,5.0,urban
7,482,9.939494789146481,49.80469439302115,5.0,urban
8,161,9.9447730906261,49.76547736496998,5.0,urban
9,698,9.965716568338046,49.7291948288935,5.0,urban
10,472,9.953394799984133,49.74959629929886,5.0,urban
11,326,9.997377187696719,49.80076037917184,5.0,urban
12,144,9.957650568108933,49.80977718211495,5.0,urban
13,66,9.991123399984142,49.81050939935299,5.0,urban
14,387,9.95979836757002,49.83644899401134,5.0,urban
15,3,9.949010499984388,49.775813599332544,5.0,urban
16,56,9.978536399984243,49.751551499347464,5.0,urban
17,625,9.938597037283904,49.75671213191393,5.0,urban
18,158,9.880083165172813,49.81328995687288,5.0,urban
19,750,9.965871646925153,49.79192278370973,5.0,urban
20,1,9.9402933999844,49.82200599932769,5.0,urban
21,30,9.961473399984332,49.76189639933865,5.0,urban
22,170,9.938372899977175,49.745084999292956,5.0,urban
23,172,9.921201491041495,49.82646577583081,5.0,urban
24,173,9.983514225420864,49.82227339868913,5.0,urban
25,407,9.902495422605606,49.817336755370576,5.0,urban
26,442,9.992691358126201,49.79004812001504,5.0,urban
27,454,9.902845590909171,49.80013018317279,5.0,urban
28,712,9.96335259839382,49.719129576071374,5.0,urban
29,864,9.92672148051365,49.77617175763962,5.0,urban
