,id,x,y,height,environment
0,115,9.94894344408941,49.796366047015816,5.0,urban
1,367,9.912290781095317,49.79517117259348,5.0,urban
2,91,9.976979421710054,49.81231065838829,5.0,urban
3,484,9.95466485006587,49.78088284934422,5.0,urban
4,59,9.938050399984462,49.773389499327784,5.0,urban
5,225,9.98332972372743,49.795635471875265,5.0,urban
6,696,9.957037742424493,49.74359619993081,5.0,urban
7,258,9.962329579945637,49.729668894051606,5.0,urban
8,322,9.893167407131074,49.80357950208173,5.0,urban
9,65,9.93064419998452,49.787999899324376,5.0,urban
10,215,9.956704924563391,49.8092720991772,5.0,urban
11,609,10.002731249863865,49.80273914939041,5.0,urban
12,33,9.944548599984426,49.761565199330875,5.0,urban
13,387,9.95979836757002,49.83644899401134,5.0,urban
14,12,9.973435199984257,49.78122949934416,5.0,urban
15,53,9.930404499984506,49.808604799323845,5.0,urban
16,56,9.978536399984243,49.751551499347464,5.0,urban
17,1,9.9402933999844,49.82200599932769,5.0,urban
18,98,9.960518438044161,49.823263755344556,5.0,urban
19,158,9.880083165172813,49.81328995687288,5.0,urban
20,170,9.938372899977175,49.745084999292956,5.0,urban
21,172,9.921201491041495,49.82646577583081,5.0,urban
22,407,9.902495422605606,49.817336755370576,5.0,urban
