,id,x,y,height,environment
0,433,9.961597099972462,49.79144744932935,5.0,urban
1,399,9.924678328076752,49.79044187951511,5.0,urban
2,90,9.976075538401922,49.811414924232686,5.0,urban
3,320,9.943435756718829,49.76858056127387,5.0,urban
4,322,9.893167407131074,49.80357950208173,5.0,urban
5,696,9.957037742424493,49.74359619993081,5.0,urban
6,51,9.942591899984418,49.80728999932903,5.0,urban
7,326,9.997377187696719,49.80076037917184,5.0,urban
8,252,9.967500034645175,49.73166690839928,5.0,urban
9,389,9.954505840391596,49.83527392912274,5.0,urban
10,56,9.978536399984243,49.751551499347464,5.0,urban
11,78,9.970889839744213,49.77970576765381,5.0,urban
12,1,9.9402933999844,49.82200599932769,5.0,urban
13,30,9.961473399984332,49.76189639933865,5.0,urban
14,172,9.921201491041495,49.82646577583081,5.0,urban
15,407,9.902495422605606,49.817336755370576,5.0,urban
16,864,9.92672148051365,49.77617175763962,5.0,urban
17,943,9.904692900083411,49.792661349696935,5.0,urban
